,start_frame,start_frame_sec,video_uid,clip_uid,total_frames,label,end_frame_sec,filename,end_frame,Unnamed: 0
3658,15810,76.96044,84e478ad-e4aa-4686-aabc-03c89d9f3f1e,8a576178-b22a-4764-ab7b-79d87c962090,234,look_at_clothes_in_the_mirror,84.781,v1/full_scale/84e478ad-e4aa-4686-aabc-03c89d9f3f1e.mp4,16044,3659.0
3659,16187,89.53514,84e478ad-e4aa-4686-aabc-03c89d9f3f1e,8a576178-b22a-4764-ab7b-79d87c962090,24,converse,90.341,v1/full_scale/84e478ad-e4aa-4686-aabc-03c89d9f3f1e.mp4,16211,3660.0
3660,16229,90.94438,84e478ad-e4aa-4686-aabc-03c89d9f3f1e,8a576178-b22a-4764-ab7b-79d87c962090,138,look_at_clothes_in_the_mirror,95.55,v1/full_scale/84e478ad-e4aa-4686-aabc-03c89d9f3f1e.mp4,16367,3661.0
3661,16278,92.572,84e478ad-e4aa-4686-aabc-03c89d9f3f1e,8a576178-b22a-4764-ab7b-79d87c962090,45,converse,94.063,v1/full_scale/84e478ad-e4aa-4686-aabc-03c89d9f3f1e.mp4,16323,3662.0
3662,16426,97.49336,84e478ad-e4aa-4686-aabc-03c89d9f3f1e,8a576178-b22a-4764-ab7b-79d87c962090,108,converse,101.1,v1/full_scale/84e478ad-e4aa-4686-aabc-03c89d9f3f1e.mp4,16534,3663.0
3663,16558,101.90404,84e478ad-e4aa-4686-aabc-03c89d9f3f1e,8a576178-b22a-4764-ab7b-79d87c962090,29,converse,102.859,v1/full_scale/84e478ad-e4aa-4686-aabc-03c89d9f3f1e.mp4,16587,3664.0
3664,16613,103.71745,84e478ad-e4aa-4686-aabc-03c89d9f3f1e,8a576178-b22a-4764-ab7b-79d87c962090,348,converse,115.342,v1/full_scale/84e478ad-e4aa-4686-aabc-03c89d9f3f1e.mp4,16961,3665.0
3665,16680,105.96785,84e478ad-e4aa-4686-aabc-03c89d9f3f1e,8a576178-b22a-4764-ab7b-79d87c962090,147,look_at_clothes_in_the_mirror,110.857,v1/full_scale/84e478ad-e4aa-4686-aabc-03c89d9f3f1e.mp4,16827,3666.0
3666,16915,113.80142,84e478ad-e4aa-4686-aabc-03c89d9f3f1e,8a576178-b22a-4764-ab7b-79d87c962090,217,look_at_clothes_in_the_mirror,121.041,v1/full_scale/84e478ad-e4aa-4686-aabc-03c89d9f3f1e.mp4,17132,3667.0
3667,17219,123.92934,84e478ad-e4aa-4686-aabc-03c89d9f3f1e,8a576178-b22a-4764-ab7b-79d87c962090,216,look_at_clothes_in_the_mirror,131.138,v1/full_scale/84e478ad-e4aa-4686-aabc-03c89d9f3f1e.mp4,17435,3668.0
3668,17227,124.20714,84e478ad-e4aa-4686-aabc-03c89d9f3f1e,8a576178-b22a-4764-ab7b-79d87c962090,25,converse,125.029,v1/full_scale/84e478ad-e4aa-4686-aabc-03c89d9f3f1e.mp4,17252,3669.0
3669,17291,126.33924,84e478ad-e4aa-4686-aabc-03c89d9f3f1e,8a576178-b22a-4764-ab7b-79d87c962090,67,converse,128.551,v1/full_scale/84e478ad-e4aa-4686-aabc-03c89d9f3f1e.mp4,17358,3670.0
3670,17419,130.59978,84e478ad-e4aa-4686-aabc-03c89d9f3f1e,8a576178-b22a-4764-ab7b-79d87c962090,147,converse,135.505,v1/full_scale/84e478ad-e4aa-4686-aabc-03c89d9f3f1e.mp4,17566,3671.0
3671,17556,135.16601,84e478ad-e4aa-4686-aabc-03c89d9f3f1e,8a576178-b22a-4764-ab7b-79d87c962090,32,look_at_clothes_in_the_mirror,136.242,v1/full_scale/84e478ad-e4aa-4686-aabc-03c89d9f3f1e.mp4,17588,3672.0
3672,18065,152.12413,84e478ad-e4aa-4686-aabc-03c89d9f3f1e,8a576178-b22a-4764-ab7b-79d87c962090,31,converse,153.166,v1/full_scale/84e478ad-e4aa-4686-aabc-03c89d9f3f1e.mp4,18096,3673.0
3673,18163,155.38645,84e478ad-e4aa-4686-aabc-03c89d9f3f1e,8a576178-b22a-4764-ab7b-79d87c962090,208,"""try-out",162.324,v1/full_scale/84e478ad-e4aa-4686-aabc-03c89d9f3f1e.mp4,18371,3674.0
3674,18121,153.99726,84e478ad-e4aa-4686-aabc-03c89d9f3f1e,8a576178-b22a-4764-ab7b-79d87c962090,593,look_at_clothes_in_the_mirror,173.759,v1/full_scale/84e478ad-e4aa-4686-aabc-03c89d9f3f1e.mp4,18714,3675.0
3675,18520,167.30325,84e478ad-e4aa-4686-aabc-03c89d9f3f1e,8a576178-b22a-4764-ab7b-79d87c962090,35,converse,168.461,v1/full_scale/84e478ad-e4aa-4686-aabc-03c89d9f3f1e.mp4,18555,3676.0
3676,18577,169.20203,84e478ad-e4aa-4686-aabc-03c89d9f3f1e,8a576178-b22a-4764-ab7b-79d87c962090,28,converse,170.149,v1/full_scale/84e478ad-e4aa-4686-aabc-03c89d9f3f1e.mp4,18605,3677.0
3677,18838,177.90094,84e478ad-e4aa-4686-aabc-03c89d9f3f1e,8a576178-b22a-4764-ab7b-79d87c962090,167,hang_clothes_in_closet,183.466,v1/full_scale/84e478ad-e4aa-4686-aabc-03c89d9f3f1e.mp4,19005,3678.0
3678,18904,180.10361,84e478ad-e4aa-4686-aabc-03c89d9f3f1e,8a576178-b22a-4764-ab7b-79d87c962090,11,converse,180.461,v1/full_scale/84e478ad-e4aa-4686-aabc-03c89d9f3f1e.mp4,18915,3679.0
3679,19005,183.46129,84e478ad-e4aa-4686-aabc-03c89d9f3f1e,8a576178-b22a-4764-ab7b-79d87c962090,137,converse,188.041,v1/full_scale/84e478ad-e4aa-4686-aabc-03c89d9f3f1e.mp4,19142,3680.0
3680,19249,191.6067,84e478ad-e4aa-4686-aabc-03c89d9f3f1e,8a576178-b22a-4764-ab7b-79d87c962090,26,browse_through_clothing_items_on_rack,192.473,v1/full_scale/84e478ad-e4aa-4686-aabc-03c89d9f3f1e.mp4,19275,3681.0
3681,19412,197.02279,84e478ad-e4aa-4686-aabc-03c89d9f3f1e,8a576178-b22a-4764-ab7b-79d87c962090,343,look_at_clothes_in_the_mirror,208.459,v1/full_scale/84e478ad-e4aa-4686-aabc-03c89d9f3f1e.mp4,19755,3682.0
3682,19663,205.39609,84e478ad-e4aa-4686-aabc-03c89d9f3f1e,8a576178-b22a-4764-ab7b-79d87c962090,22,converse,206.123,v1/full_scale/84e478ad-e4aa-4686-aabc-03c89d9f3f1e.mp4,19685,3683.0
3683,19910,213.63884,84e478ad-e4aa-4686-aabc-03c89d9f3f1e,8a576178-b22a-4764-ab7b-79d87c962090,19,converse,214.272,v1/full_scale/84e478ad-e4aa-4686-aabc-03c89d9f3f1e.mp4,19929,3684.0
3684,20088,219.57637,84e478ad-e4aa-4686-aabc-03c89d9f3f1e,8a576178-b22a-4764-ab7b-79d87c962090,57,"""try-out",221.463,v1/full_scale/84e478ad-e4aa-4686-aabc-03c89d9f3f1e.mp4,20145,3685.0
3685,20099,219.94967,84e478ad-e4aa-4686-aabc-03c89d9f3f1e,8a576178-b22a-4764-ab7b-79d87c962090,43,converse,221.372,v1/full_scale/84e478ad-e4aa-4686-aabc-03c89d9f3f1e.mp4,20142,3686.0
3686,20394,229.76308,84e478ad-e4aa-4686-aabc-03c89d9f3f1e,8a576178-b22a-4764-ab7b-79d87c962090,292,converse,239.5,v1/full_scale/84e478ad-e4aa-4686-aabc-03c89d9f3f1e.mp4,20686,3687.0
3687,20685,239.46074,84e478ad-e4aa-4686-aabc-03c89d9f3f1e,8a576178-b22a-4764-ab7b-79d87c962090,142,browse_through_clothing_items_on_rack,244.204,v1/full_scale/84e478ad-e4aa-4686-aabc-03c89d9f3f1e.mp4,20827,3688.0
3688,20733,241.06265,84e478ad-e4aa-4686-aabc-03c89d9f3f1e,8a576178-b22a-4764-ab7b-79d87c962090,185,converse,247.242,v1/full_scale/84e478ad-e4aa-4686-aabc-03c89d9f3f1e.mp4,20918,3689.0
3689,20883,246.07315,84e478ad-e4aa-4686-aabc-03c89d9f3f1e,8a576178-b22a-4764-ab7b-79d87c962090,88,browse_through_clothing_items_on_rack,248.995,v1/full_scale/84e478ad-e4aa-4686-aabc-03c89d9f3f1e.mp4,20971,3690.0
3690,21118,253.89392,84e478ad-e4aa-4686-aabc-03c89d9f3f1e,8a576178-b22a-4764-ab7b-79d87c962090,273,look_at_clothes_in_the_mirror,262.996,v1/full_scale/84e478ad-e4aa-4686-aabc-03c89d9f3f1e.mp4,21391,3691.0
3691,21174,255.77024,84e478ad-e4aa-4686-aabc-03c89d9f3f1e,8a576178-b22a-4764-ab7b-79d87c962090,29,converse,256.726,v1/full_scale/84e478ad-e4aa-4686-aabc-03c89d9f3f1e.mp4,21203,3692.0
3692,21268,258.90267,84e478ad-e4aa-4686-aabc-03c89d9f3f1e,8a576178-b22a-4764-ab7b-79d87c962090,33,converse,260.005,v1/full_scale/84e478ad-e4aa-4686-aabc-03c89d9f3f1e.mp4,21301,3693.0
3693,21342,261.36602,84e478ad-e4aa-4686-aabc-03c89d9f3f1e,8a576178-b22a-4764-ab7b-79d87c962090,46,converse,262.901,v1/full_scale/84e478ad-e4aa-4686-aabc-03c89d9f3f1e.mp4,21388,3694.0
3694,21635,271.13692,84e478ad-e4aa-4686-aabc-03c89d9f3f1e,8a576178-b22a-4764-ab7b-79d87c962090,188,"""try-out",277.395,v1/full_scale/84e478ad-e4aa-4686-aabc-03c89d9f3f1e.mp4,21823,3695.0
3695,21679,272.5888,84e478ad-e4aa-4686-aabc-03c89d9f3f1e,8a576178-b22a-4764-ab7b-79d87c962090,355,look_at_clothes_in_the_mirror,284.428,v1/full_scale/84e478ad-e4aa-4686-aabc-03c89d9f3f1e.mp4,22034,3696.0
3696,21815,277.13084,84e478ad-e4aa-4686-aabc-03c89d9f3f1e,8a576178-b22a-4764-ab7b-79d87c962090,16,converse,277.672,v1/full_scale/84e478ad-e4aa-4686-aabc-03c89d9f3f1e.mp4,21831,3697.0
3697,21974,282.42292,84e478ad-e4aa-4686-aabc-03c89d9f3f1e,8a576178-b22a-4764-ab7b-79d87c962090,616,converse,302.971,v1/full_scale/84e478ad-e4aa-4686-aabc-03c89d9f3f1e.mp4,22590,3698.0
3698,22402,296.69791,84e478ad-e4aa-4686-aabc-03c89d9f3f1e,8a576178-b22a-4764-ab7b-79d87c962090,40,look_at_clothes_in_the_mirror,298.032,v1/full_scale/84e478ad-e4aa-4686-aabc-03c89d9f3f1e.mp4,22442,3699.0
3699,22650,304.9753,84e478ad-e4aa-4686-aabc-03c89d9f3f1e,8a576178-b22a-4764-ab7b-79d87c962090,328,look_at_clothes_in_the_mirror,315.909,v1/full_scale/84e478ad-e4aa-4686-aabc-03c89d9f3f1e.mp4,22978,3700.0
3700,23020,317.30042,84e478ad-e4aa-4686-aabc-03c89d9f3f1e,8a576178-b22a-4764-ab7b-79d87c962090,12,look_at_clothes_in_the_mirror,317.695,v1/full_scale/84e478ad-e4aa-4686-aabc-03c89d9f3f1e.mp4,23032,3701.0
3701,23134,321.0953,84e478ad-e4aa-4686-aabc-03c89d9f3f1e,8a576178-b22a-4764-ab7b-79d87c962090,17,converse,321.669,v1/full_scale/84e478ad-e4aa-4686-aabc-03c89d9f3f1e.mp4,23151,3702.0
3702,23194,323.09274,84e478ad-e4aa-4686-aabc-03c89d9f3f1e,8a576178-b22a-4764-ab7b-79d87c962090,37,converse,324.333,v1/full_scale/84e478ad-e4aa-4686-aabc-03c89d9f3f1e.mp4,23231,3703.0
3703,23339,327.93029,84e478ad-e4aa-4686-aabc-03c89d9f3f1e,8a576178-b22a-4764-ab7b-79d87c962090,19,converse,328.574,v1/full_scale/84e478ad-e4aa-4686-aabc-03c89d9f3f1e.mp4,23358,3704.0
3704,23336,327.84159,84e478ad-e4aa-4686-aabc-03c89d9f3f1e,8a576178-b22a-4764-ab7b-79d87c962090,106,look_at_clothes_in_the_mirror,331.373,v1/full_scale/84e478ad-e4aa-4686-aabc-03c89d9f3f1e.mp4,23442,3705.0
3705,23473,332.39574,84e478ad-e4aa-4686-aabc-03c89d9f3f1e,8a576178-b22a-4764-ab7b-79d87c962090,23,browse_through_clothing_items_on_rack,333.167,v1/full_scale/84e478ad-e4aa-4686-aabc-03c89d9f3f1e.mp4,23496,3706.0
3706,23656,338.51382,84e478ad-e4aa-4686-aabc-03c89d9f3f1e,8a576178-b22a-4764-ab7b-79d87c962090,15,converse,339.005,v1/full_scale/84e478ad-e4aa-4686-aabc-03c89d9f3f1e.mp4,23671,3707.0
3707,23709,340.26984,84e478ad-e4aa-4686-aabc-03c89d9f3f1e,8a576178-b22a-4764-ab7b-79d87c962090,71,hang_clothes_in_closet,342.642,v1/full_scale/84e478ad-e4aa-4686-aabc-03c89d9f3f1e.mp4,23780,3708.0
3708,23779,342.60135,84e478ad-e4aa-4686-aabc-03c89d9f3f1e,8a576178-b22a-4764-ab7b-79d87c962090,129,converse,346.913,v1/full_scale/84e478ad-e4aa-4686-aabc-03c89d9f3f1e.mp4,23908,3709.0
3709,23939,347.93395,84e478ad-e4aa-4686-aabc-03c89d9f3f1e,8a576178-b22a-4764-ab7b-79d87c962090,15,converse,348.433,v1/full_scale/84e478ad-e4aa-4686-aabc-03c89d9f3f1e.mp4,23954,3710.0
3710,23981,349.34023,84e478ad-e4aa-4686-aabc-03c89d9f3f1e,8a576178-b22a-4764-ab7b-79d87c962090,19,browse_through_clothing_items_on_rack,349.975,v1/full_scale/84e478ad-e4aa-4686-aabc-03c89d9f3f1e.mp4,24000,3711.0
3711,24239,357.92948,84e478ad-e4aa-4686-aabc-03c89d9f3f1e,8a576178-b22a-4764-ab7b-79d87c962090,163,"""try-out",363.373,v1/full_scale/84e478ad-e4aa-4686-aabc-03c89d9f3f1e.mp4,24402,3712.0
3712,24309,360.26349,84e478ad-e4aa-4686-aabc-03c89d9f3f1e,8a576178-b22a-4764-ab7b-79d87c962090,90,look_at_clothes_in_the_mirror,363.275,v1/full_scale/84e478ad-e4aa-4686-aabc-03c89d9f3f1e.mp4,24399,3713.0
3713,24463,365.40126,84e478ad-e4aa-4686-aabc-03c89d9f3f1e,8a576178-b22a-4764-ab7b-79d87c962090,150,look_at_clothes_in_the_mirror,370.393,v1/full_scale/84e478ad-e4aa-4686-aabc-03c89d9f3f1e.mp4,24613,3714.0
3714,24185,356.1387,84e478ad-e4aa-4686-aabc-03c89d9f3f1e,8a576178-b22a-4764-ab7b-79d87c962090,22,converse,356.867,v1/full_scale/84e478ad-e4aa-4686-aabc-03c89d9f3f1e.mp4,24207,3715.0
3715,24266,358.82865,84e478ad-e4aa-4686-aabc-03c89d9f3f1e,8a576178-b22a-4764-ab7b-79d87c962090,63,converse,360.927,v1/full_scale/84e478ad-e4aa-4686-aabc-03c89d9f3f1e.mp4,24329,3716.0
3716,24500,366.64308,84e478ad-e4aa-4686-aabc-03c89d9f3f1e,8a576178-b22a-4764-ab7b-79d87c962090,105,converse,370.118,v1/full_scale/84e478ad-e4aa-4686-aabc-03c89d9f3f1e.mp4,24605,3717.0
3717,24651,371.67035,84e478ad-e4aa-4686-aabc-03c89d9f3f1e,8a576178-b22a-4764-ab7b-79d87c962090,33,converse,372.773,v1/full_scale/84e478ad-e4aa-4686-aabc-03c89d9f3f1e.mp4,24684,3718.0
3718,24966,382.16872,84e478ad-e4aa-4686-aabc-03c89d9f3f1e,8a576178-b22a-4764-ab7b-79d87c962090,15,converse,382.667,v1/full_scale/84e478ad-e4aa-4686-aabc-03c89d9f3f1e.mp4,24981,3719.0
3719,25506,400.15413,84e478ad-e4aa-4686-aabc-03c89d9f3f1e,8a576178-b22a-4764-ab7b-79d87c962090,101,converse,403.534,v1/full_scale/84e478ad-e4aa-4686-aabc-03c89d9f3f1e.mp4,25607,3720.0
3720,25817,410.54734,84e478ad-e4aa-4686-aabc-03c89d9f3f1e,8a576178-b22a-4764-ab7b-79d87c962090,249,converse,418.839,v1/full_scale/84e478ad-e4aa-4686-aabc-03c89d9f3f1e.mp4,26066,3721.0
3721,26185,422.80233,84e478ad-e4aa-4686-aabc-03c89d9f3f1e,8a576178-b22a-4764-ab7b-79d87c962090,37,converse,424.026,v1/full_scale/84e478ad-e4aa-4686-aabc-03c89d9f3f1e.mp4,26222,3722.0
3722,26307,426.86641,84e478ad-e4aa-4686-aabc-03c89d9f3f1e,8a576178-b22a-4764-ab7b-79d87c962090,65,browse_through_clothing_items_on_rack,429.038,v1/full_scale/84e478ad-e4aa-4686-aabc-03c89d9f3f1e.mp4,26372,3723.0
3723,26352,428.37534,84e478ad-e4aa-4686-aabc-03c89d9f3f1e,8a576178-b22a-4764-ab7b-79d87c962090,16,converse,428.906,v1/full_scale/84e478ad-e4aa-4686-aabc-03c89d9f3f1e.mp4,26368,3724.0
3724,26551,434.99687,84e478ad-e4aa-4686-aabc-03c89d9f3f1e,8a576178-b22a-4764-ab7b-79d87c962090,14,converse,435.47,v1/full_scale/84e478ad-e4aa-4686-aabc-03c89d9f3f1e.mp4,26565,3725.0
3725,26591,436.34101,84e478ad-e4aa-4686-aabc-03c89d9f3f1e,8a576178-b22a-4764-ab7b-79d87c962090,108,converse,439.935,v1/full_scale/84e478ad-e4aa-4686-aabc-03c89d9f3f1e.mp4,26699,3726.0
3726,26770,442.30537,84e478ad-e4aa-4686-aabc-03c89d9f3f1e,8a576178-b22a-4764-ab7b-79d87c962090,38,converse,443.576,v1/full_scale/84e478ad-e4aa-4686-aabc-03c89d9f3f1e.mp4,26808,3727.0
3727,26840,444.62988,84e478ad-e4aa-4686-aabc-03c89d9f3f1e,8a576178-b22a-4764-ab7b-79d87c962090,37,converse,445.866,v1/full_scale/84e478ad-e4aa-4686-aabc-03c89d9f3f1e.mp4,26877,3728.0
3728,26876,445.83947,84e478ad-e4aa-4686-aabc-03c89d9f3f1e,8a576178-b22a-4764-ab7b-79d87c962090,106,browse_through_clothing_items_on_rack,449.367,v1/full_scale/84e478ad-e4aa-4686-aabc-03c89d9f3f1e.mp4,26982,3729.0
3729,26928,447.56543,84e478ad-e4aa-4686-aabc-03c89d9f3f1e,8a576178-b22a-4764-ab7b-79d87c962090,235,converse,455.408,v1/full_scale/84e478ad-e4aa-4686-aabc-03c89d9f3f1e.mp4,27163,3730.0
3730,27085,452.81252,84e478ad-e4aa-4686-aabc-03c89d9f3f1e,8a576178-b22a-4764-ab7b-79d87c962090,14,browse_through_clothing_items_on_rack,453.272,v1/full_scale/84e478ad-e4aa-4686-aabc-03c89d9f3f1e.mp4,27099,3731.0
3731,27227,457.53374,84e478ad-e4aa-4686-aabc-03c89d9f3f1e,8a576178-b22a-4764-ab7b-79d87c962090,195,browse_through_clothing_items_on_rack,464.031,v1/full_scale/84e478ad-e4aa-4686-aabc-03c89d9f3f1e.mp4,27422,3732.0
3732,27523,467.39218,84e478ad-e4aa-4686-aabc-03c89d9f3f1e,8a576178-b22a-4764-ab7b-79d87c962090,16,converse,467.917,v1/full_scale/84e478ad-e4aa-4686-aabc-03c89d9f3f1e.mp4,27539,3733.0
3733,27683,472.72991,84e478ad-e4aa-4686-aabc-03c89d9f3f1e,8a576178-b22a-4764-ab7b-79d87c962090,100,browse_through_clothing_items_on_rack,476.073,v1/full_scale/84e478ad-e4aa-4686-aabc-03c89d9f3f1e.mp4,27783,3734.0
3734,27870,478.96059,84e478ad-e4aa-4686-aabc-03c89d9f3f1e,8a576178-b22a-4764-ab7b-79d87c962090,8,converse,479.238,v1/full_scale/84e478ad-e4aa-4686-aabc-03c89d9f3f1e.mp4,27878,3735.0
3735,26626,437.49452,84e478ad-e4aa-4686-aabc-03c89d9f3f1e,8a576178-b22a-4764-ab7b-79d87c962090,1186,browse_through_clothing_items_on_rack,477.02273,v1/full_scale/84e478ad-e4aa-4686-aabc-03c89d9f3f1e.mp4,27812,3736.0
3736,24365,362.13303,84e478ad-e4aa-4686-aabc-03c89d9f3f1e,8a576178-b22a-4764-ab7b-79d87c962090,284,look_at_clothes_in_the_mirror,371.61309,v1/full_scale/84e478ad-e4aa-4686-aabc-03c89d9f3f1e.mp4,24649,3737.0
9724,40111,367.60679,85680688-edaa-4791-8e82-812e6a6d3736,8abece7a-33c9-4d42-9637-de8274a89f5c,167,take_photo,373.16964,v1/full_scale/85680688-edaa-4791-8e82-812e6a6d3736.mp4,40278,9725.0
9725,40531,381.60354,85680688-edaa-4791-8e82-812e6a6d3736,8abece7a-33c9-4d42-9637-de8274a89f5c,403,browse_through_clothing_items_on_rack,395.02742,v1/full_scale/85680688-edaa-4791-8e82-812e6a6d3736.mp4,40934,9726.0
9726,29104,0.69667,85680688-edaa-4791-8e82-812e6a6d3736,8abece7a-33c9-4d42-9637-de8274a89f5c,252,use_phone,9.095,v1/full_scale/85680688-edaa-4791-8e82-812e6a6d3736.mp4,29356,9727.0
9727,29580,16.55649,85680688-edaa-4791-8e82-812e6a6d3736,8abece7a-33c9-4d42-9637-de8274a89f5c,80,use_phone,19.223,v1/full_scale/85680688-edaa-4791-8e82-812e6a6d3736.mp4,29660,9728.0
9728,29939,28.54836,85680688-edaa-4791-8e82-812e6a6d3736,8abece7a-33c9-4d42-9637-de8274a89f5c,34,use_phone,29.676,v1/full_scale/85680688-edaa-4791-8e82-812e6a6d3736.mp4,29973,9729.0
9729,30059,32.53974,85680688-edaa-4791-8e82-812e6a6d3736,8abece7a-33c9-4d42-9637-de8274a89f5c,1231,use_phone,73.553,v1/full_scale/85680688-edaa-4791-8e82-812e6a6d3736.mp4,31290,9730.0
9730,33614,151.04493,85680688-edaa-4791-8e82-812e6a6d3736,8abece7a-33c9-4d42-9637-de8274a89f5c,23,converse,151.796,v1/full_scale/85680688-edaa-4791-8e82-812e6a6d3736.mp4,33637,9731.0
9731,33792,156.96192,85680688-edaa-4791-8e82-812e6a6d3736,8abece7a-33c9-4d42-9637-de8274a89f5c,42,converse,158.363,v1/full_scale/85680688-edaa-4791-8e82-812e6a6d3736.mp4,33834,9732.0
9732,33898,160.5138,85680688-edaa-4791-8e82-812e6a6d3736,8abece7a-33c9-4d42-9637-de8274a89f5c,10,converse,160.821,v1/full_scale/85680688-edaa-4791-8e82-812e6a6d3736.mp4,33908,9733.0
9733,34042,165.29585,85680688-edaa-4791-8e82-812e6a6d3736,8abece7a-33c9-4d42-9637-de8274a89f5c,89,browse_through_clothing_items_on_rack,168.255,v1/full_scale/85680688-edaa-4791-8e82-812e6a6d3736.mp4,34131,9734.0
9734,34250,172.23415,85680688-edaa-4791-8e82-812e6a6d3736,8abece7a-33c9-4d42-9637-de8274a89f5c,206,browse_through_clothing_items_on_rack,179.115,v1/full_scale/85680688-edaa-4791-8e82-812e6a6d3736.mp4,34456,9735.0
9735,34361,175.92599,85680688-edaa-4791-8e82-812e6a6d3736,8abece7a-33c9-4d42-9637-de8274a89f5c,7,converse,176.158,v1/full_scale/85680688-edaa-4791-8e82-812e6a6d3736.mp4,34368,9736.0
9736,34561,182.59505,85680688-edaa-4791-8e82-812e6a6d3736,8abece7a-33c9-4d42-9637-de8274a89f5c,12,converse,182.985,v1/full_scale/85680688-edaa-4791-8e82-812e6a6d3736.mp4,34573,9737.0
9737,34627,184.79663,85680688-edaa-4791-8e82-812e6a6d3736,8abece7a-33c9-4d42-9637-de8274a89f5c,23,converse,185.573,v1/full_scale/85680688-edaa-4791-8e82-812e6a6d3736.mp4,34650,9738.0
9738,34818,191.16336,85680688-edaa-4791-8e82-812e6a6d3736,8abece7a-33c9-4d42-9637-de8274a89f5c,101,browse_through_clothing_items_on_rack,194.52,v1/full_scale/85680688-edaa-4791-8e82-812e6a6d3736.mp4,34919,9739.0
9739,35157,202.47156,85680688-edaa-4791-8e82-812e6a6d3736,8abece7a-33c9-4d42-9637-de8274a89f5c,116,browse_through_clothing_items_on_rack,206.329,v1/full_scale/85680688-edaa-4791-8e82-812e6a6d3736.mp4,35273,9740.0
9740,35278,206.4979,85680688-edaa-4791-8e82-812e6a6d3736,8abece7a-33c9-4d42-9637-de8274a89f5c,92,converse,209.574,v1/full_scale/85680688-edaa-4791-8e82-812e6a6d3736.mp4,35370,9741.0
9741,35453,212.33636,85680688-edaa-4791-8e82-812e6a6d3736,8abece7a-33c9-4d42-9637-de8274a89f5c,39,converse,213.637,v1/full_scale/85680688-edaa-4791-8e82-812e6a6d3736.mp4,35492,9742.0
9742,35525,214.72868,85680688-edaa-4791-8e82-812e6a6d3736,8abece7a-33c9-4d42-9637-de8274a89f5c,97,converse,217.967,v1/full_scale/85680688-edaa-4791-8e82-812e6a6d3736.mp4,35622,9743.0
9743,35714,221.0301,85680688-edaa-4791-8e82-812e6a6d3736,8abece7a-33c9-4d42-9637-de8274a89f5c,15,browse_through_clothing_items_on_rack,221.534,v1/full_scale/85680688-edaa-4791-8e82-812e6a6d3736.mp4,35729,9744.0
9744,35750,222.23094,85680688-edaa-4791-8e82-812e6a6d3736,8abece7a-33c9-4d42-9637-de8274a89f5c,48,browse_through_clothing_items_on_rack,223.848,v1/full_scale/85680688-edaa-4791-8e82-812e6a6d3736.mp4,35798,9745.0
9745,35869,226.19306,85680688-edaa-4791-8e82-812e6a6d3736,8abece7a-33c9-4d42-9637-de8274a89f5c,75,browse_through_clothing_items_on_rack,228.7,v1/full_scale/85680688-edaa-4791-8e82-812e6a6d3736.mp4,35944,9746.0
9746,36286,240.09861,85680688-edaa-4791-8e82-812e6a6d3736,8abece7a-33c9-4d42-9637-de8274a89f5c,241,converse,248.131,v1/full_scale/85680688-edaa-4791-8e82-812e6a6d3736.mp4,36527,9747.0
9747,36542,248.62069,85680688-edaa-4791-8e82-812e6a6d3736,8abece7a-33c9-4d42-9637-de8274a89f5c,93,use_phone,251.749,v1/full_scale/85680688-edaa-4791-8e82-812e6a6d3736.mp4,36635,9748.0
9748,36567,249.46111,85680688-edaa-4791-8e82-812e6a6d3736,8abece7a-33c9-4d42-9637-de8274a89f5c,143,converse,254.246,v1/full_scale/85680688-edaa-4791-8e82-812e6a6d3736.mp4,36710,9749.0
9749,36757,255.78851,85680688-edaa-4791-8e82-812e6a6d3736,8abece7a-33c9-4d42-9637-de8274a89f5c,112,use_phone,259.53,v1/full_scale/85680688-edaa-4791-8e82-812e6a6d3736.mp4,36869,9750.0
9750,36791,256.94057,85680688-edaa-4791-8e82-812e6a6d3736,8abece7a-33c9-4d42-9637-de8274a89f5c,74,take_photo,259.415,v1/full_scale/85680688-edaa-4791-8e82-812e6a6d3736.mp4,36865,9751.0
9751,36894,260.35792,85680688-edaa-4791-8e82-812e6a6d3736,8abece7a-33c9-4d42-9637-de8274a89f5c,43,browse_through_clothing_items_on_rack,261.79,v1/full_scale/85680688-edaa-4791-8e82-812e6a6d3736.mp4,36937,9752.0
9752,36762,255.95197,85680688-edaa-4791-8e82-812e6a6d3736,8abece7a-33c9-4d42-9637-de8274a89f5c,53,converse,257.725,v1/full_scale/85680688-edaa-4791-8e82-812e6a6d3736.mp4,36815,9753.0
9753,36866,259.42356,85680688-edaa-4791-8e82-812e6a6d3736,8abece7a-33c9-4d42-9637-de8274a89f5c,14,converse,259.895,v1/full_scale/85680688-edaa-4791-8e82-812e6a6d3736.mp4,36880,9754.0
9754,36951,262.2542,85680688-edaa-4791-8e82-812e6a6d3736,8abece7a-33c9-4d42-9637-de8274a89f5c,135,converse,266.763,v1/full_scale/85680688-edaa-4791-8e82-812e6a6d3736.mp4,37086,9755.0
9755,37033,264.98828,85680688-edaa-4791-8e82-812e6a6d3736,8abece7a-33c9-4d42-9637-de8274a89f5c,197,browse_through_clothing_items_on_rack,271.559,v1/full_scale/85680688-edaa-4791-8e82-812e6a6d3736.mp4,37230,9756.0
